"","text_prepared.1","text_prepared.2","text_prepared.3","text_prepared.4","text_prepared.5","text_prepared.6","text_prepared.7","text_prepared.8","text_prepared.9","text_prepared.10","text_prepared.11","text_prepared.12","text_prepared.13","text_prepared.14","text_prepared.15","text_prepared.16","text_prepared.17","text_prepared.18","text_prepared.19","text_prepared.20","text_prepared.21","text_prepared.22","text_prepared.23","text_prepared.24","text_prepared.25","text_prepared.26","text_prepared.27","text_prepared.28","text_prepared.29","text_prepared.30","text_prepared.31","text_prepared.32","text_prepared.33","text_prepared.34","text_prepared.35","text_prepared.36","text_prepared.37","text_prepared.38","text_prepared.39","text_prepared.40","text_prepared.41","text_prepared.42","text_prepared.43","text_prepared.44","text_prepared.45","text_prepared.46","text_prepared.47","text_prepared.48","text_prepared.49","text_prepared.50","text_prepared.51","text_prepared.52","text_prepared.53","text_prepared.54","labels"
"labels5386",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358,248,137,11,4257,193,1,277,8,1,142,1637,4,99,304,10,11,299,3512,328,47,6,2712,1
"labels5387",0,0,0,0,0,3869,1,46,2,99,358,522,458,3,285,8,24,712,818,2,293,1465,1910,1175,299,1395,4,1,1177,874,2,40,413,2665,26,8,73,324,770,114,21,725,526,210,299,1395,21,6,4658,4,1143,8,878,255,1
"labels5388",0,0,0,0,0,0,0,210,299,1395,21,6,4658,4,1143,8,878,255,135,413,2567,26,13,6,120,154,1143,4861,154,14,1,1018,894,99,358,52,157,1784,1479,770,33,4,1,227,1479,294,2,157,25,844,3,1,1784,1479,1
"labels5389",120,154,1143,4861,154,14,1,1018,894,99,358,52,157,1784,1479,770,33,4,1,227,1479,294,2,157,25,844,3,1,1784,1479,1175,1,10047,1146,44,3233,1,796,948,3,885,118,247,1644,22,2156,8,99,526,5,23,273,180,15,1
"labels5390",0,0,0,157,1784,1479,770,33,4,1,227,1479,294,2,157,25,844,3,1,1784,1479,1175,1,10047,1146,44,3233,1,796,948,3,885,118,247,1644,22,2156,8,99,526,5,23,273,180,15,367,6,1712,210,337,4,316,4,2084,1
"labels5391",0,0,0,0,0,0,0,1175,1,10047,1146,44,3233,1,796,948,3,885,118,247,1644,22,2156,8,99,526,5,23,273,180,15,367,6,1712,210,337,4,316,4,2084,3354,1378,28,2084,14,29,564,518,21,72,1033,736,3354,862,1
"labels5392",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,6,1712,210,337,4,316,4,2084,3354,1378,28,2084,14,29,564,518,21,72,1033,736,3354,862,1676,330,1
"labels5393",0,0,0,0,0,0,0,0,0,183,6,19,272,948,8,1177,44,11676,1,1177,874,2,218,2,11,1133,270,3,28,192,29,244,4734,46,581,8,1177,5311,1,1432,99,358,948,8,6,486,912,33,4,72,912,558,1538,143,1
"labels5394",4734,46,581,8,1177,5311,1,1432,99,358,948,8,6,486,912,33,4,72,912,558,1538,143,68,661,46,1701,4734,3,31,47,2,101,50,22,6,903,400,4,29,558,4,619,371,184,72,795,2,17,38,5375,29,143,1511,948,1
"labels5395",29,558,4,619,371,184,72,795,2,17,38,5375,29,143,1511,948,1434,6,2849,856,90,1,5919,3604,5,4,73,1701,461,270,3,46,5619,10,17,38,4734,1168,1,40,44,32,88,2691,98,3,11068,177,1825,2651,2,178,143,30,1
"labels5396",2849,856,90,1,5919,3604,5,4,73,1701,461,270,3,46,5619,10,17,38,4734,1168,1,40,44,32,88,2691,98,3,11068,177,1825,2651,2,178,143,30,1096,1332,1938,13,6,126,218,44,92,122,21,6,685,948,3,1,746,1941,1
"labels5397",0,0,0,0,0,0,0,0,0,1168,1,40,44,32,88,2691,98,3,11068,177,1825,2651,2,178,143,30,1096,1332,1938,13,6,126,218,44,92,122,21,6,685,948,3,1,746,1941,963,108,3,1942,2807,893,2929,126,235,1340,1
"labels5398",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1096,1332,1938,13,6,126,218,44,92,122,21,6,685,948,3,1,746,1941,963,108,3,1942,2807,893,2929,126,235,1340,76,3,2084,1
"labels5399",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1546,968,2,99,89,1101,192,6,9942,3825,52,8,28,770,3357,39,17,1769,15,2513,3,862,5,143,1659,68,177,218,6,802,2136,8,28,1
"labels5400",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,170,128,7,456,1,836,327,538,3,76,255,285,6500,1701,8,28,147,1
"labels5401",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,22,1316,98,14,1158,992,3,735,116,1598,4855,192,667,1908,1177,8,1,1242,4,99,549,1413,743,4858,4,665,1417,346,8,99,549,1413,1
"labels5402",0,0,0,0,192,667,1908,1177,8,1,1242,4,99,549,1413,743,4858,4,665,1417,346,8,99,549,1413,248,1,237,63,1146,44,299,10,6,912,13,121,99,549,400,8,24,60,237,57,84,22,371,1413,447,1701,43,16,3738,1
"labels5403",0,743,4858,4,665,1417,346,8,99,549,1413,248,1,237,63,1146,44,299,10,6,912,13,121,99,549,400,8,24,60,237,57,84,22,371,1413,447,1701,43,16,3738,15,1727,6,215,1857,8,147,5385,3,215,1795,1,81,235,1
"labels5404",0,0,0,0,0,317,699,17,6,296,875,8,175,8412,2,79,50,74,3,762,3,1850,290,1,317,204,4,79,14,126,2148,2,4,79,5,3951,4,1,1772,1938,1604,10,1,639,2844,11,38,572,8,1,120,4,2531,31,1
"labels5405",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,823,114,21,212,4629,2,1,11353,4,8814,212,22,9511,1,126,235,2,12327,1,482,4,325,126,1,170,128,7,1
"labels5406",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,2,325,126,2,1353,137,11,2589,9865,380,99,126,598,60,5,1,587,5,99,126,6239,8,151,4,796,126,3665,1
"labels5407",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,11,2589,9865,380,99,126,598,60,5,1,587,5,99,126,6239,8,151,4,796,126,3665,1,170,128,7,1
"labels5408",0,0,0,0,0,0,0,0,0,0,0,0,1053,1,126,900,2148,17,7291,15,8808,14,53,3,103,816,99,2,325,126,482,193,19,1665,1100,2389,27,688,212,37,264,1465,3,3553,98,4,222,99,126,1294,193,19,1233,756,1
"labels5409",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8808,14,53,3,103,816,99,2,325,126,482,193,19,1665,1100,2389,27,688,212,37,264,1465,3,3553,98,4,222,99,126,1294,193,19,1233,756,2382,58,606,126,1
"labels5410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,2389,27,688,212,37,264,1465,3,3553,98,4,222,99,126,1294,193,19,1233,756,2382,58,606,126,8,31,13,608,90,21,150,126,756,21,417,1
"labels5411",3478,182,39,1854,3,5184,4,1,1032,3,1,4,23,746,5,617,146,25,2988,3,219,96,718,357,1,1875,2,13539,4,1,68,2964,846,5,1264,8,956,2,8,28,1,3544,4,1353,5,307,238,236,279,2,707,4363,5,1394,1
"labels5412",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,4652,10,99,3249,11,6,259,3191,5,234,316,240,178,143,2713,126,1
"labels5413",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,178,143,2713,126,240,819,1545,1
"labels5414",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2713,126,240,819,1545,2,76,3,99,2,1336,404,17,145,10,84,16,4424,15,20,5,415,3,2338,1,2049,15,366,150,71,5,137,1
"labels5415",0,0,0,0,0,0,0,0,0,0,0,0,0,240,819,1545,2,76,3,99,2,1336,404,17,145,10,84,16,4424,15,20,5,415,3,2338,1,2049,15,366,150,71,5,137,86,391,17,3731,13,5,73,2992,4,25,1624,1
"labels5416",0,0,0,0,0,0,0,0,0,1,170,128,7,458,367,2,578,1,807,2203,3,12365,1,1469,5896,4627,229,820,4,75,5203,3,1,229,127,38,676,3,1,3359,4,1,2733,946,447,23,1765,8169,249,1,1469,398,4627,251,1
"labels5417",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,1,1469,398,4627,251,578,8794,44,2461,407,1,177,1530,18,2733,819,2,99,45,233,69,2303,8,175,933,2,1145,2303,879,1220,157,1260,5226,393,8,1004,2773,678,1
"labels5418",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578,8794,44,2461,407,1,177,1530,18,2733,819,2,99,45,233,69,2303,8,175,933,2,1145,2303,879,1220,157,1260,5226,393,8,1004,2773,678,857,578,69,1167,1
"labels5419",0,0,0,62,1484,564,55,8,1,35,431,377,1342,721,174,6,3480,291,3,943,1,2808,1838,4,431,377,2,3,185,5,2828,323,463,244,924,2462,393,1294,1195,1519,21,2325,15,6,35,210,5,13,404,3,5241,6943,892,2723,1
"labels5420",2808,1838,4,431,377,2,3,185,5,2828,323,463,244,924,2462,393,1294,1195,1519,21,2325,15,6,35,210,5,13,404,3,5241,6943,892,2723,87,55,8,30,45,8,1185,2,23,75,50,17,2853,431,377,114,21,416,15,5,9984,1
"labels5421",21,2325,15,6,35,210,5,13,404,3,5241,6943,892,2723,87,55,8,30,45,8,1185,2,23,75,50,17,2853,431,377,114,21,416,15,5,9984,635,55,3,285,8,1,215,971,4,1,3667,1441,6913,2,1,2403,4,91,116,1
"labels5422",0,0,0,0,0,0,0,0,0,0,0,87,55,8,30,45,8,1185,2,23,75,50,17,2853,431,377,114,21,416,15,5,9984,635,55,3,285,8,1,215,971,4,1,3667,1441,6913,2,1,2403,4,91,116,76,3,338,1
"labels5423",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,463,1,14485,988,3,409,13,5601,166,6,135,895,14,7911,248,3,183,2203,3,4026,1175,480,3,5749,15441,3,11367,5774,1
"labels5424",3312,3,1,672,1343,203,5244,3,34,35,1377,4,600,4,2123,11,352,2,326,1122,1,187,4,1,4268,2,358,116,3,285,8,219,868,3,504,69,154,6237,373,49,3,34,3958,2,30,4,175,933,14,215,1857,90,1,69,1
"labels5425",0,0,0,0,0,0,1122,1,187,4,1,4268,2,358,116,3,285,8,219,868,3,504,69,154,6237,373,49,3,34,3958,2,30,4,175,933,14,215,1857,90,1,69,183,29,318,988,30,52,546,879,508,8,1188,48,184,1
"labels5426",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,3,34,3958,2,30,4,175,933,14,215,1857,90,1,69,183,29,318,988,30,52,546,879,508,8,1188,48,184,1598,2,509,125,1,170,128,7,1
"labels5427",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614,56,11,133,3,28,95,1,1120,22,3,157,8,324,56,25,291,11,247,2541,2,3019,2,5,1,708,189,3046,76,3,427,671,11,6,701,321,180,1
"labels5428",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,757,8691,56,1,307,468,1742,2313,10,31,591,1157,757,8691,1959,39,752,7252,108,37,2722,6,614,9826,1258,1,170,128,7,1
"labels5429",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,170,128,7,350,1,468,1298,52,21,2782,1290,351,1,221,2163,4,1695,5,3058,4237,145,1
"labels5430",7292,3027,90,324,36,519,5484,2956,2678,1294,7057,3,1695,2,73,468,2479,33,840,316,347,1695,3,62,29,1573,209,4,98,4,619,1158,21,172,4,23,15442,1017,248,1,1073,478,3388,52,78,10,284,1073,74,1158,151,6,3268,657,1
"labels5431",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,1695,3,62,29,1573,209,4,98,4,619,1158,21,172,4,23,15442,1017,248,1,1073,478,3388,52,78,10,284,1073,74,1158,151,6,3268,657,321,187,1
"labels5432",0,0,0,0,0,0,0,0,0,321,187,182,324,36,11,3,434,470,3,12,671,52,6,390,87,7,16,538,5,1,204,4,1864,324,56,2479,1,217,1277,7,16,3289,150,502,47,21,97,36,1111,380,14351,2,1427,5346,1
"labels5433",0,0,0,0,0,0,0,182,324,36,11,3,434,470,3,12,671,52,6,390,87,7,16,538,5,1,204,4,1864,324,56,2479,1,217,1277,7,16,3289,150,502,47,21,97,36,1111,380,14351,2,1427,5346,1,170,128,7,1
"labels5434",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,170,128,7,5825,1055,161,270,41,176,1197,404,210,3290,489,461,1290,1,277,558,13,6,1227,3,831,2578,3290,489,5,6,1992,1741,1
"labels5435",0,0,0,0,210,3290,489,461,1290,1,277,558,13,6,1227,3,831,2578,3290,489,5,6,1992,1741,62,29,244,2578,2249,2,1229,361,2249,72,2061,47,1,189,4,20,87,69,154,2249,2,69,30,1705,5,514,13,1,36,232,1
"labels5436",0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,29,244,2578,2249,2,1229,361,2249,72,2061,47,1,189,4,20,87,69,154,2249,2,69,30,1705,5,514,13,1,36,232,350,176,1197,2,69,404,8,1,3960,560,1
"labels5437",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,69,154,2249,2,69,30,1705,5,514,13,1,36,232,350,176,1197,2,69,404,8,1,3960,560,166,2578,468,1294,5,28,2578,757,475,1
"labels5438",0,0,0,0,0,0,0,0,0,0,0,166,2578,468,1294,5,28,2578,757,475,463,821,1728,324,56,519,7546,4,69,154,1484,4559,36,1884,4531,15,1695,1066,4600,1213,2479,2,957,21,1117,5,1,20,18,4035,324,36,56,232,1
"labels5439",0,0,0,0,0,0,0,0,0,0,0,0,182,1,427,2992,4,1,611,17,458,2,6505,1224,26,7,34,137,18,1261,13,1,490,135,619,4443,5074,1058,14,4153,1123,2,662,5,1046,2,24,352,614,56,1,170,128,7,1
"labels5440",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,170,128,7,1,35,393,1439,139,90,1,36,116,1387,2,68,26,978,3,1,2204,4,1,516,4,36,1464,5,99,36,549,47,6,851,4,57,1
"labels5441",0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,393,1439,139,90,1,36,116,1387,2,68,26,978,3,1,2204,4,1,516,4,36,1464,5,99,36,549,47,6,851,4,57,192,6,1364,239,513,2,6,5059,513,1
"labels5442",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1464,5,99,36,549,47,6,851,4,57,192,6,1364,239,513,2,6,5059,513,1546,36,1101,1
"labels5443",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,2478,1360,3,4952,284,614,440,62,55,8,206,3,2,27,123,475,1809,1,3503,4,1436,797,478,1161,5,2578,1364,56,1
"labels5444",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1809,1,3503,4,1436,797,478,1161,5,2578,1364,56,1737,1,1160,14,41,36,184,3,285,272,2642,34,36,56,5419,17,543,1207,148,1
"labels5445",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,101,3119,3958,87,1,204,4,3131,15,5,514,13,1,842,2189,6,2354,1677,2840,1
"labels5446",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,1,204,4,3131,15,5,514,13,1,842,2189,6,2354,1677,2840,2,351,1,1677,1196,5967,15,317,1,431,547,4,5727,1
"labels5447",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2189,6,2354,1677,2840,2,351,1,1677,1196,5967,15,317,1,431,547,4,5727,351,458,1,683,5,1,1677,393,45,266,44,11,201,101,714,1011,1
"labels5448",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,351,1,1677,1196,5967,15,317,1,431,547,4,5727,351,458,1,683,5,1,1677,393,45,266,44,11,201,101,714,1011,34,10,112,11,1104,1
"labels5449",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,10,112,11,1104,5,1,2252,76,2,686,4,674,45,898,1,111,367,1,259,842,193,1,35,674,232,297,3275,1
"labels5450",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2252,76,2,686,4,674,45,898,1,111,367,1,259,842,193,1,35,674,232,297,3275,1171,1,65,4,6586,45,1
"labels5451",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,1,259,842,193,1,35,674,232,297,3275,1171,1,65,4,6586,45,101,1,1939,1573,99,509,539,2,1,35,674,232,1
"labels5452",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,1,1939,1573,99,509,539,2,1,35,674,232,1044,3,594,1056,493,1685,13,462,114,21,2949,361,7709,6822,6682,2546,1
"labels5453",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,1,3143,3,1148,148,2,30,8,1,2198,4,244,701,3625,3273,36,5415,61,2045,2,563,4163,8645,2,3313,4163,90,685,1373,1364,56,36,55,1
"labels5454",415,3,233,5847,4,1,99,3278,848,4,671,530,60,1,133,235,848,1,170,128,521,10,1,10603,2499,52,4,36,55,85,16,1940,21,11,1,967,5,1,197,3819,1,6748,2,11935,25,7,130,718,2,285,8,531,4,442,1
"labels5455",0,0,0,0,0,0,0,0,1,170,128,7,87,221,2,342,1297,14,36,120,5,6,1992,2,2815,1741,5,1,2393,4,1,611,210,1,36,232,5,1716,4,722,560,141,2,1434,448,399,4,36,304,8,1,186,1065,57,1
"labels5456",221,2,342,1297,14,36,120,5,6,1992,2,2815,1741,5,1,2393,4,1,611,210,1,36,232,5,1716,4,722,560,141,2,1434,448,399,4,36,304,8,1,186,1065,57,1950,1055,1,717,3,3727,222,4,179,475,14,41,212,1
"labels5457",0,0,0,0,0,0,210,1,36,232,5,1716,4,722,560,141,2,1434,448,399,4,36,304,8,1,186,1065,57,1950,1055,1,717,3,3727,222,4,179,475,14,41,212,3999,46,5084,27,179,475,2,10266,108,3,41,671,482,1
"labels5458",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3999,46,5084,27,179,475,2,10266,108,3,41,671,482,835,1,550,18,266,3,4988,1,11592,3,6,1456,1385,977,367,29,1756,1569,4,544,125,1
"labels5459",0,0,0,0,0,0,0,0,2437,1,170,128,508,1,983,4,6,52,4,802,36,549,3,34,802,36,1416,8,28,5,3102,13,23,120,5,1,1006,3,775,189,26,11,24,1187,3,745,3,1,1471,209,8,4118,468,3259,1
"labels5460",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,34,802,36,1416,8,28,5,3102,13,23,120,5,1,1006,3,775,189,26,11,24,1187,3,745,3,1,1471,209,8,4118,468,3259,1,170,128,7,1
"labels5461",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,170,128,7,192,468,3259,8,75,101,193,1,102,189,4,20,628,3,101,18,5,1,807,189,13,133,324,36,56,8,28,15,1
"labels5462",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,468,3259,8,75,101,193,1,102,189,4,20,628,3,101,18,5,1,807,189,13,133,324,36,56,8,28,15,3354,1378,468,1298,1862,3,558,2030,1
"labels5463",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,628,3,101,18,5,1,807,189,13,133,324,36,56,8,28,15,3354,1378,468,1298,1862,3,558,2030,1056,549,1
"labels5464",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1199,24,187,85,16,230,270,8,2828,323,10,92,68,8,6,2222,560,2,1064,705,5,1,176,189,1
"labels5465",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,187,85,16,230,270,8,2828,323,10,92,68,8,6,2222,560,2,1064,705,5,1,176,189,1,170,128,7,1
"labels5466",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,170,128,7,990,87,1,220,8,36,1199,2,30,41,4107,373,2417,6,448,36,1199,1
"labels5467",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,990,87,1,220,8,36,1199,2,30,41,4107,373,2417,6,448,36,1199,2,674,666,66,44,92,2995,1608,1932,8,1424,4938,118,427,1
"labels5468",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,674,666,66,44,92,2995,1608,1932,8,1424,4938,118,427,30,1,1840,4,36,1932,373,3,28,1354,4,1,111,347,96,11961,3793,114,21,3,1607,6,36,4984,1
"labels5469",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,1840,4,36,1932,373,3,28,1354,4,1,111,347,96,11961,3793,114,21,3,1607,6,36,4984,2,962,23,1811,5,100,2,816,209,1499,1
"labels5470",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,96,11961,3793,114,21,3,1607,6,36,4984,2,962,23,1811,5,100,2,816,209,1499,962,1034,252,2403,14,2064,2852,33,75,1
"labels5471",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,962,1034,252,2403,14,2064,2852,33,75,367,1,842,4,1,1666,492,14,1004,30,788,323,3,409,13,1,317,875,4,9799,1
"labels5472",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,1,842,4,1,1666,492,14,1004,30,788,323,3,409,13,1,317,875,4,9799,849,4,36,56,1
"labels5473",0,0,0,0,0,0,0,347,1056,493,5,3951,4,30,27,3026,279,3,4411,23,1355,68,1424,4920,114,21,3627,1966,2,101,1,757,468,45,266,5,1424,427,1582,30,160,352,507,133,2296,114,21,2169,2,11837,6348,393,8,3766,1
"labels5474",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,1424,4920,114,21,3627,1966,2,101,1,757,468,45,266,5,1424,427,1582,30,160,352,507,133,2296,114,21,2169,2,11837,6348,393,8,3766,192,323,3,2124,1087,2479,1
"labels5475",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2055,1,490,848,4,69,7309,1937,7091,58,2623,519,2,1937,1294,5,415,3,34,142,152,1937,56,2,2488,1486,2227,41,345,2510,1070,9021,2593,3,16108,256,36,56,1
"labels5476",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,69,256,36,1947,21,2203,3,5736,6937,56,139,6,390,87,5,6094,148,600,8,2329,6176,1
"labels5477",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,6,390,87,5,6094,148,600,8,2329,6176,367,1,842,4,1,1666,492,14,1052,18,611,14,1052,860,6,20,996,846,3,798,1,4835,4,256,1785,5,137,1
"labels5478",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,860,6,20,996,846,3,798,1,4835,4,256,1785,5,137,835,1429,1,470,256,614,3,1,1117,19,2341,5,527,2904,1519,56,2,1177,1
"labels5479",0,0,0,0,183,6,35,232,8,1177,193,754,700,617,1886,3,1,788,120,4,574,1177,2,6,35,1177,1874,3,995,120,183,2684,4306,327,2,258,4,56,482,8,28,1831,13681,192,29,326,4241,8,41,179,2,69,56,404,1
"labels5480",0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,2684,4306,327,2,258,4,56,482,8,28,1831,13681,192,29,326,4241,8,41,179,2,69,56,404,192,1864,323,2782,101,968,2,99,89,3,130,1,264,134,4,1177,1
"labels5481",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,29,326,4241,8,41,179,2,69,56,404,192,1864,323,2782,101,968,2,99,89,3,130,1,264,134,4,1177,681,1
"labels5482",0,0,0,0,0,0,0,0,0,0,1,170,128,7,68,270,244,612,8,1,65,4,58,507,45,445,1195,1,1519,557,5,1313,4,1,272,507,113,5,114,71,68,270,29,1156,220,3,578,1,842,4,1,1418,135,895,1
"labels5483",0,0,0,0,0,0,68,270,244,612,8,1,65,4,58,507,45,445,1195,1,1519,557,5,1313,4,1,272,507,113,5,114,71,68,270,29,1156,220,3,578,1,842,4,1,1418,135,895,458,367,2,578,1,35,681,232,1
"labels5484",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,270,29,1156,220,3,578,1,842,4,1,1418,135,895,458,367,2,578,1,35,681,232,62,244,10639,2,507,133,1233,600,1
"labels5485",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458,367,2,578,1,35,681,232,62,244,10639,2,507,133,1233,600,1044,3,135,5,227,509,1
"labels5486",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,244,10639,2,507,133,1233,600,1044,3,135,5,227,509,13,58,71,14,943,1,681,479,1
"labels5487",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,307,100,22,434,1825,14,4669,807,57,4,2503,15,2572,379,182,31,276,3,9019,293,3,100,26,85,16,8816,1056,1
"labels5488",0,0,0,0,0,0,0,0,0,0,0,0,0,1,170,128,7,30,323,3,136,1,48,217,3,288,15,3214,876,3,10169,3924,2,11593,217,445,5,145,4,2134,40,3,34,10,288,22,219,442,4,129,2214,5,284,69,1
"labels5489",0,0,0,0,0,0,0,0,0,0,0,0,0,100,2,73,427,178,30,1705,3,1148,1014,345,48,2,148,8,28,288,648,2828,1966,2,336,4185,15,317,468,2657,5,100,183,6,35,924,36,232,2,2365,1068,1537,48,373,1
"labels5490",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,170,128,7,458,30,2,578,1,3355,2332,35,453,8,1052,666,233,129,154,4039,256,36,2796,5,5198,13,288,1
"labels5491",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458,30,2,578,1,3355,2332,35,453,8,1052,666,233,129,154,4039,256,36,2796,5,5198,13,288,87,75,18,256,36,496,1
"labels5492",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,75,18,256,36,496,868,2,62,6937,5736,393,1294,8,175,31,785,2256,425,48,935,1
"labels5493",0,0,35,75,18,614,9,261,10,1339,1079,13,144,1856,1565,38,174,275,5,2058,3,1,2269,4,1,19,35,75,18,614,33,1,614,2341,9,7,34,10,25,717,11,2954,5,1,501,4,1,198,417,2820,8,288,2,75,1
